step,rl_mean,rl_std,rl_ema,baseline_mean,baseline_std,baseline_ema,pid_mean,pid_std,pid_ema
155,4.651623474359512,1.5012519423271322,4.760880438345819,2.9567099565267565,2.097472812228415,3.8432124283869644,3.170461651235819,2.22058175792496,3.9693188205526204
156,4.532343939542771,1.4549495246840995,4.758595073357789,2.9570016322284935,2.11544871061425,3.8343503204253797,3.14580369412899,2.1920087542163285,3.961083669288384
157,4.550142004489898,1.4513977624444596,4.75651054266911,3.0037466125190257,2.1978145835167737,3.826044283346316,3.136987532377243,2.1423767773881406,3.9528427079192725
158,4.552379616498947,1.4387043239828319,4.754469233407408,3.0265663838386536,2.2392122365532727,3.8180495043512392,3.098084644973278,2.1090610682596482,3.944295127289813
159,4.547692822217941,1.406442391704186,4.752401469295514,3.006647216826677,2.2435361237117233,3.8099354814759936,3.10244881182909,2.1062685885640073,3.935876664135206
160,4.579805029630661,1.4216273476167736,4.750675504898865,3.038137710392475,2.2734439277906398,3.802217503765158,3.126918542087078,2.138127576619205,3.9277870829147243
161,4.5863133609294895,1.4233874812772065,4.749031883459171,3.0685825563967226,2.3291566353270685,3.7948811542914735,3.1550026439130305,2.193734610335307,3.9200592385247073
162,4.599259850978851,1.4310450552666862,4.747534163134368,3.04439221650362,2.2911719767151437,3.787376264913595,3.092747370377183,2.2039761175584904,3.911786119843232
163,4.632887231111527,1.4713386885582087,4.74638769381414,3.030240475535393,2.305339291327909,3.779804907019813,3.078255871757865,2.2124698914628254,3.9034508173623785
164,4.614332698583603,1.467727452011842,4.745067143861835,3.0254090157151223,2.320695125613943,3.772260948106766,3.0948796065151694,2.2569329128623625,3.8953651052539064
165,4.585687745809555,1.482555683122314,4.743473349881312,3.0118989774584772,2.3042513891651977,3.764657328400283,3.0439804285764693,2.2286671727114857,3.8868512584871318
166,4.592526462078094,1.489671575210499,4.74196388100328,2.960786448568106,2.282334551517491,3.7566186196019613,3.038011201173067,2.2059576456537298,3.878362857913991
167,4.582354302406311,1.5440247006820935,4.740367785217311,2.9514889089763163,2.283600688478979,3.7485673224957052,3.089628403186798,2.226534715366232,3.8704755133667192
168,4.606262319087982,1.5647078931130531,4.739026730556017,2.9529481027275324,2.299143998142715,3.740611130298024,3.1039909887313843,2.2293773112845225,3.8628106681203658
169,4.593348218202591,1.575179027355976,4.737569945432483,2.9594486716389654,2.324717273536889,3.732799505711433,3.107143465727568,2.196354461579376,3.855253996096438
170,4.582559107542038,1.575285201127553,4.736019837053578,2.9715068359673023,2.354585428604276,3.7251865790139918,3.1017499494552614,2.1553106740682333,3.847718955630026
171,4.617543871402741,1.6121596855380147,4.73483507739707,2.9295832978188994,2.3228219005943593,3.7172305462020407,3.0683716990053655,2.131195786359733,3.8399254830637797
172,4.600117958784104,1.6098165971074643,4.73348790621094,2.8848487003147603,2.2330043292918313,3.7089067277431678,3.005029884055257,2.0863369095652677,3.831576527073694
173,4.605790100097656,1.6086851775045041,4.732210928149807,2.846667270362377,2.2355251209216958,3.70028433316936,3.021289601624012,2.1261078728287908,3.8234736578191972
174,4.6056727206707,1.607241273250719,4.7309455460750165,2.817638630568981,2.2073114971536323,3.6914578761433563,3.0357873791456225,2.1527890592824086,3.8155967950324614
