epoch,reward_raw,reward_smooth,residual_std
4314,20.95731926,22.03747494,1.33398848
4315,22.78705788,22.04497077,1.33393039
4316,21.27958679,22.03731693,1.33404665
4317,22.32597351,22.04020350,1.33399569
4318,23.84147644,22.05821623,1.33062687
4319,22.81670570,22.06580112,1.32577440
4320,24.75389862,22.09268209,1.32515998
4321,21.20700073,22.08382528,1.32808235
4322,21.16567039,22.07464373,1.32810333
4323,22.44928741,22.07839017,1.32473186
4324,21.56967163,22.07330298,1.28723522
4325,23.81994629,22.09076942,1.28607792
4326,21.03910637,22.08025279,1.29363684
4327,23.21726799,22.09162294,1.30914506
4328,22.71011162,22.09780783,1.30959699
4329,19.45510483,22.07138080,1.30775697
4330,21.41779900,22.06484498,1.26116696
4331,22.91602516,22.07335678,1.26138785
4332,23.44198608,22.08704307,1.23184846
4333,23.77393913,22.10391203,1.23783604
4334,22.63605881,22.10923350,1.23437107
4335,22.51331711,22.11327434,1.23265377
4336,23.25419426,22.12468354,1.23000136
4337,23.83691406,22.14180584,1.24168188
4338,24.24235725,22.16281136,1.24126417
4339,23.24512100,22.17363445,1.23393579
4340,23.03787041,22.18227681,1.22963915
4341,21.45742226,22.17502827,1.22714342
4342,21.07126617,22.16399064,1.07886787
4343,21.38392067,22.15618995,1.07879080
4344,20.84641075,22.14309215,1.07302319
4345,22.23479271,22.14400916,1.07835637
4346,20.35638428,22.12613291,1.07564540
4347,20.50472641,22.10991884,1.03570387
4348,22.88037872,22.11762344,1.07089621
4349,22.62562180,22.12270343,1.07123384
4350,22.12437248,22.12272012,1.07664253
4351,22.14430428,22.12293596,1.05935368
4352,24.21746445,22.14388124,1.07458073
4353,23.59550667,22.15839750,1.07393800
4354,21.89627838,22.15577631,1.07566036
4355,21.24217033,22.14664025,1.07552734
4356,22.73783684,22.15255221,1.06222258
4357,21.16140366,22.14264073,1.06310060
4358,21.04520226,22.13166634,1.06185889
4359,21.35974884,22.12394717,1.06599675
4360,23.07110214,22.13341872,1.06594803
4361,22.72661972,22.13935073,1.07938596
4362,20.71992683,22.12515649,1.08090253
4363,21.42030525,22.11810798,1.07034515
4364,21.18545532,22.10878145,1.06999870
4365,22.08616447,22.10855528,1.06045233
4366,21.90264320,22.10649616,1.08117496
4367,22.35057259,22.10893692,1.07714193
4368,22.26018715,22.11044943,1.07970723
4369,22.46463776,22.11399131,1.07212791
4370,22.63120461,22.11916344,1.07268115
4371,23.32297134,22.13120152,1.05048734
4372,21.87255478,22.12861505,1.04518257
4373,23.16444206,22.13897332,1.03866749
4374,21.40878868,22.13167148,1.03882731
4375,22.26095200,22.13296428,1.03618263
4376,23.84834099,22.15011805,1.02917110
4377,24.27639198,22.17138079,1.02265429
4378,23.02478790,22.17991486,1.02258333
4379,23.03869057,22.18850262,1.07877901
4380,23.08075142,22.19742511,1.04187246
4381,23.09825325,22.20643339,1.04246155
4382,22.18136597,22.20618271,1.04254111
4383,23.66875458,22.22080843,1.03854707
4384,22.66790390,22.22527939,1.02966865
4385,23.84923744,22.24151897,1.03414510
4386,22.85188103,22.24762259,1.03515421
4387,20.68729210,22.23201928,1.03161677
4388,21.68848991,22.22658399,1.02519611
4389,23.07714844,22.23508963,1.01087369
4390,22.82905769,22.24102931,1.00819192
4391,22.97970200,22.24841604,1.01305428
4392,22.90574455,22.25498933,1.01146177
4393,22.44772720,22.25691670,1.00702832
4394,23.21252823,22.26647282,1.01501342
4395,21.26807976,22.25648889,1.00282079
4396,22.31532669,22.25707727,1.00730693
4397,23.03076363,22.26481413,0.98603941
4398,25.45584106,22.29672440,0.96894230
4399,22.89896393,22.30274680,0.98157370
4400,21.43708611,22.29409019,0.99593746
4401,24.01476288,22.31129692,0.99748903
4402,24.51114655,22.33329541,0.99713746
4403,23.07358170,22.34069827,0.98144534
4404,23.30679703,22.35035926,0.97510261
4405,22.78308296,22.35468650,0.97657552
4406,24.25669861,22.37370662,0.96929261
4407,23.75201607,22.38748971,0.98015690
4408,22.36960793,22.38731090,0.97152392
4409,21.58817673,22.37931955,0.97176699
4410,22.97563744,22.38528273,0.96902719
4411,24.59929085,22.40742281,0.97164381
4412,21.90685081,22.40241709,0.97817097
4413,22.27322006,22.40112512,0.96307022
4414,22.76263046,22.40474018,0.96788308
4415,22.67240906,22.40741687,0.96220425
4416,20.58605576,22.38920326,0.96861209
4417,22.15601540,22.38687138,0.96943616
4418,23.49461937,22.39794886,1.01198021
4419,23.39994621,22.40796883,1.01288684
4420,23.29495239,22.41683867,1.01506192
4421,21.91408157,22.41181110,1.02768106
4422,22.17773628,22.40947035,1.02856489
4423,22.34818077,22.40885745,1.05796284
4424,22.54824638,22.41025134,1.05732448
4425,23.12664795,22.41741531,1.05305245
4426,22.03050423,22.41354620,1.06669965
4427,23.47237206,22.42413445,1.08892727
4428,21.96158600,22.41950897,1.08231106
4429,19.22286224,22.38754250,1.08487257
4430,21.92340469,22.38290112,1.08392416
4431,21.66564178,22.37572853,1.08628935
4432,23.24241829,22.38439543,1.08512440
4433,23.21327019,22.39268418,1.11674872
4434,22.89017105,22.39765905,1.12072992
4435,21.67565918,22.39043905,1.12405011
4436,22.18444061,22.38837906,1.11632063
4437,22.74468231,22.39194209,1.12131657
4438,23.51569939,22.40317967,1.10861836
4439,21.99153519,22.39906322,1.10838027
4440,23.03762627,22.40544885,1.14676177
4441,23.82606697,22.41965503,1.14640375
4442,21.88689613,22.41432745,1.15946210
4443,23.61449242,22.42632909,1.15854677
4444,24.36483765,22.44571418,1.15907884
4445,22.94622231,22.45071926,1.15809652
4446,23.74980164,22.46371009,1.15569136
4447,23.12395477,22.47031253,1.16142898
4448,22.16088104,22.46721822,1.16215410
4449,21.16107941,22.45415683,1.12558744
4450,21.05715942,22.44018686,1.12539489
4451,22.10831070,22.43686809,1.12099371
4452,22.63908958,22.43889031,1.11212299
4453,22.81599617,22.44266137,1.09942818
4454,22.46027756,22.44283753,1.10144099
4455,23.50500870,22.45345924,1.09857821
4456,22.88044930,22.45772914,1.09877269
4457,24.27491951,22.47590105,1.08649086
4458,22.78885841,22.47903062,1.12631449
4459,21.36467743,22.46788709,1.13228323
4460,23.64351082,22.47964332,1.12972952
4461,21.88265991,22.47367349,1.13019246
4462,21.62832069,22.46521996,1.10990678
4463,22.59377098,22.46650547,1.12233063
4464,24.25594521,22.48439987,1.13655305
4465,22.10452080,22.48060108,1.14238056
4466,21.65119362,22.47230700,1.14348289
4467,22.13591194,22.46894305,1.12919608
4468,19.86462402,22.44289986,1.12947310
4469,22.30216217,22.44149249,1.13563867
4470,23.44708633,22.45154842,1.13878392
4471,21.13556099,22.43838855,1.13668993
4472,21.74904060,22.43149507,1.13597389
4473,20.14601326,22.40864025,1.13576427
4474,22.01013184,22.40465517,1.14107538
4475,22.41688347,22.40477745,1.14766641
4476,24.41763878,22.42490607,1.14571994
4477,25.35719109,22.45422892,1.14525839
4478,24.11658859,22.47085251,1.14182988
4479,23.70738792,22.48321787,1.14517107
4480,22.45532227,22.48293891,1.13910411
4481,23.71838570,22.49529338,1.13872055
4482,23.11765480,22.50151699,1.14696872
4483,20.08574104,22.47735923,1.14562196
4484,21.19065857,22.46449223,1.14286789
4485,21.79874992,22.45783480,1.16455616
4486,23.09734154,22.46422987,1.16410252
4487,21.53254318,22.45491300,1.18403565
4488,23.16020203,22.46196589,1.19367365
4489,21.95454025,22.45689164,1.19168909
4490,19.61207199,22.42844344,1.19568989
4491,22.89841270,22.43314313,1.19424658
4492,20.76292419,22.41644094,1.18523474
4493,22.73619080,22.41963844,1.18441922
4494,22.22284889,22.41767055,1.17805567
4495,21.92842293,22.41277807,1.17163144
4496,21.70069122,22.40565720,1.17347202
4497,23.73397827,22.41894041,1.16665155
4498,23.32087517,22.42795976,1.16457233
4499,23.36876488,22.43736781,1.16817153
4500,22.98858833,22.44288002,1.16912940
4501,22.60089493,22.44446017,1.16380804
4502,21.90056801,22.43902124,1.16662811
4503,23.75439644,22.45217500,1.17011073
4504,23.48911095,22.46254436,1.17074356
4505,22.30335236,22.46095244,1.17079460
4506,22.17856216,22.45812853,1.16630240
4507,21.82827187,22.45182997,1.18377541
4508,19.21490479,22.41946071,1.17287703
4509,21.26602173,22.40792633,1.18844260
4510,22.14683151,22.40531538,1.18366777
4511,23.08942413,22.41215646,1.18672170
4512,22.80578804,22.41609278,1.19130769
4513,20.65468216,22.39847867,1.19086851
4514,24.22881126,22.41678200,1.19515615
4515,23.65535355,22.42916772,1.18371160
4516,23.01901817,22.43506622,1.18321341
4517,22.80815887,22.43879715,1.18369848
4518,22.10808372,22.43549001,1.18812308
4519,20.86091805,22.41974429,1.16226242
4520,21.11808968,22.40672775,1.16436750
4521,21.84087372,22.40106921,1.18107316
4522,22.65996552,22.40365817,1.17678790
4523,22.44824982,22.40410409,1.17850469
4524,23.52265167,22.41528956,1.15741624
4525,23.68053818,22.42794205,1.15676369
4526,22.62186432,22.42988127,1.17333380
4527,22.67546082,22.43233707,1.19368890
4528,21.90418625,22.42705556,1.16912678
4529,23.44272232,22.43721223,1.16715427
4530,19.47089958,22.40754910,1.16527357
4531,22.04751968,22.40394880,1.16552422
4532,20.84536171,22.38836293,1.15931535
4533,23.04266357,22.39490594,1.16738369
4534,22.56255722,22.39658245,1.14230428
4535,20.05943871,22.37321102,1.13485077
4536,21.73408699,22.36681978,1.13651741
4537,20.13039780,22.34445556,1.15854187
4538,23.89328003,22.35994380,1.18209035
4539,21.38441849,22.35018855,1.18418814
4540,21.24031258,22.33908979,1.18274040
4541,21.90138626,22.33471275,1.14648922
4542,22.06310272,22.33199665,1.14792911
4543,22.29150009,22.33159169,1.13423678
4544,21.90212440,22.32729701,1.13542398
4545,23.83978271,22.34242187,1.14034383
4546,23.13960457,22.35039370,1.13978713
4547,22.81470871,22.35503685,1.14689409
4548,21.92841721,22.35077065,1.14199963
4549,23.18884468,22.35915139,1.13987182
4550,23.56793404,22.37123922,1.13882642
4551,22.98903084,22.37741713,1.14449275
4552,23.18873405,22.38553030,1.15784766
4553,23.28733063,22.39454831,1.19304743
4554,22.92522240,22.39985505,1.18786898
4555,22.22994995,22.39815600,1.18766230
4556,22.73786163,22.40155305,1.19014830
4557,24.46842384,22.42222176,1.19024678
4558,23.27791786,22.43077872,1.18878065
4559,24.37149811,22.45018592,1.14384443
4560,22.27827835,22.44846684,1.15026383
4561,23.90383339,22.46302051,1.14941839
4562,21.23628616,22.45075316,1.15300185
4563,23.19883537,22.45823398,1.15338501
4564,23.49088287,22.46856047,1.13802254
4565,21.80048370,22.46187971,1.13179636
4566,22.35538483,22.46081476,1.14100407
4567,21.56135750,22.45182018,1.14065640
4568,21.34190178,22.44072100,1.14055562
4569,23.10548592,22.44736865,1.15221209
4570,23.18211937,22.45471616,1.14078889
4571,20.20333672,22.43220236,1.13091808
4572,21.61119270,22.42399227,1.13052452
4573,21.47533607,22.41450570,1.13216764
4574,22.06946945,22.41105534,1.14203334
4575,22.49978447,22.41194263,1.15170200
4576,24.42375183,22.43206072,1.14805525
4577,25.44547462,22.46219486,1.14850099
4578,24.05484009,22.47812132,1.15201034
4579,23.98861504,22.49322625,1.16266913
4580,23.52685928,22.50356258,1.16004690
4581,22.27287102,22.50125567,1.12011427
4582,22.60343742,22.50227748,1.17671494
4583,24.03282928,22.51758300,1.16439174
4584,22.61228180,22.51852999,1.16515662
4585,22.39641380,22.51730883,1.16518040
4586,23.53591919,22.52749493,1.13737705
4587,24.95573235,22.55177731,1.14954085
4588,25.25530624,22.57881260,1.12904120
4589,23.62459373,22.58927041,1.12185598
4590,22.49209404,22.58829864,1.11728294
4591,22.25852966,22.58500095,1.11151436
4592,22.06974030,22.57984835,1.12341215
4593,22.41183472,22.57816821,1.12270916
4594,22.18312645,22.57421779,1.13561436
4595,23.86662865,22.58714190,1.13353930
4596,23.31672287,22.59443771,1.13203993
4597,24.36531258,22.61214646,1.15706133
4598,23.15531349,22.61757813,1.15779144
4599,22.85236549,22.61992600,1.15560855
4600,22.23064423,22.61603319,1.15607123
4601,21.56871796,22.60556003,1.15324351
4602,20.97773552,22.58928179,1.15361458
4603,25.75527954,22.62094177,1.15316038
4604,22.61237907,22.62085614,1.15274565
4605,23.62821388,22.63092972,1.16175412
4606,21.95026016,22.62412302,1.18272232
4607,22.31530380,22.62103483,1.18284226
4608,23.31509018,22.62797538,1.16852862
4609,23.81696510,22.63986528,1.16755295
4610,24.72977448,22.66076437,1.15465746
4611,23.17010117,22.66585774,1.15878688
4612,21.89780235,22.65817719,1.15266605
4613,22.56122780,22.65720769,1.14613134
4614,23.56179428,22.66625356,1.14577093
4615,21.90171623,22.65860818,1.14713303
4616,21.10017776,22.64302388,1.14629865
4617,23.10253334,22.64761898,1.14719095
4618,22.80115128,22.64915430,1.15366435
4619,24.61723518,22.66883511,1.15252045
4620,22.14365005,22.66358326,1.15931223
4621,23.22878838,22.66923531,1.15830358
4622,22.16089821,22.66415194,1.13359978
4623,23.54670906,22.67297751,1.13040350
4624,21.39733505,22.66022108,1.12492359
4625,21.15259743,22.64514485,1.13152700
4626,22.38747025,22.64256810,1.13539611
4627,23.18220711,22.64796449,1.12708134
4628,23.78074837,22.65929233,1.09311862
4629,21.11781883,22.64387759,1.08537431
4630,22.70717430,22.64451056,1.08120763
4631,23.76695251,22.65573498,1.07849157
4632,19.17856789,22.62096331,1.07884771
4633,22.40011215,22.61875480,1.07994648
4634,22.23371696,22.61490442,1.07249915
4635,22.92452431,22.61800062,1.11228628
4636,22.91955757,22.62101619,1.11244119
4637,20.95341301,22.60434016,1.12859462
4638,21.69379807,22.59523474,1.11616017
4639,23.03557396,22.59963813,1.09512101
4640,22.18968964,22.59553864,1.09760755
4641,22.12488937,22.59083215,1.12369434
4642,24.64944458,22.61141827,1.12824398
4643,22.51762199,22.61048031,1.12765040
4644,24.66006470,22.63097616,1.12845256
4645,22.71688652,22.63183526,1.13219802
4646,21.85244179,22.62404132,1.12542479
4647,25.39478683,22.65174878,1.12305548
4648,22.49679947,22.65019929,1.11020300
4649,22.91028786,22.65280017,1.11420610
4650,22.30791855,22.64935136,1.11597058
4651,22.49562263,22.64781407,1.12059499
4652,23.37622452,22.65509817,1.11781975
4653,22.49519730,22.65349916,1.12707725
4654,22.35234261,22.65048760,1.12161017
4655,21.40161133,22.63799884,1.12818143
4656,20.57904434,22.61740929,1.13310700
4657,22.62144279,22.61744963,1.13504263
4658,22.80843735,22.61935950,1.13531602
4659,22.35206985,22.61668661,1.13338083
4660,22.60702896,22.61659003,1.13268596
4661,23.83824348,22.62880657,1.11407141
4662,23.23102951,22.63482879,1.11351192
4663,22.16554451,22.63013595,1.11561166
4664,23.29803085,22.63681490,1.12543420
4665,21.76957893,22.62814254,1.12179467
4666,23.49935532,22.63685467,1.12089817
4667,23.35402870,22.64402641,1.11831760
4668,24.49211693,22.66250731,1.11746341
4669,24.10857582,22.67696800,1.12279085
4670,21.55616188,22.66575994,1.11889419
4671,22.70084381,22.66611078,1.12305896
4672,23.43266296,22.67377630,1.12390477
4673,23.55079842,22.68254652,1.13667996
4674,22.51011658,22.68082222,1.14179492
4675,21.56176949,22.66963169,1.15447379
4676,23.89760017,22.68191138,1.14735041
4677,21.86100388,22.67370230,1.14713533
4678,22.93557549,22.67632104,1.15478010
4679,22.44031906,22.67396102,1.15300846
4680,21.94438171,22.66666522,1.14263735
4681,23.21355820,22.67213415,1.15267849
4682,22.35186386,22.66893145,1.14774097
4683,22.33454704,22.66558761,1.09517824
4684,22.32062531,22.66213798,1.16775025
4685,19.79745865,22.63349119,1.16892110
4686,22.44528198,22.63160910,1.17070622
4687,20.59000969,22.61119310,1.18772872
4688,21.02556419,22.59533681,1.17797516
4689,21.06985855,22.58008203,1.17487533
4690,23.86721230,22.59295333,1.17413773
4691,20.13965607,22.56842036,1.18225483
4692,23.63093758,22.57904553,1.18937414
4693,22.22427177,22.57549780,1.17625353
4694,22.10839272,22.57082674,1.17659195
4695,21.55025101,22.56062099,1.16269312
4696,22.14934731,22.55650825,1.16727482
4697,22.33258438,22.55426901,1.17827248
4698,21.89897919,22.54771611,1.14807722
4699,23.61916924,22.55843064,1.16022764
4700,23.20216751,22.56486801,1.16257911
4701,21.42245865,22.55344392,1.16848675
4702,23.08771896,22.55878667,1.18341316
4703,24.69957924,22.58019460,1.18775440
4704,25.54005814,22.60979323,1.19553887
4705,21.35827065,22.59727801,1.19637258
4706,21.06597137,22.58196494,1.18973972
4707,21.60994339,22.57224472,1.17098925
4708,22.88707161,22.57539299,1.17100318
4709,22.83984756,22.57803754,1.17627075
4710,23.69970322,22.58925420,1.17563260
4711,23.08237648,22.59418542,1.17851225
4712,22.97842216,22.59802779,1.17466668
4713,23.53200722,22.60736758,1.17729771
4714,24.07190323,22.62201294,1.17679995
4715,22.79915047,22.62378431,1.18173739
4716,22.02043724,22.61775084,1.18694325
4717,23.91502953,22.63072363,1.18585338
4718,22.78172493,22.63223364,1.18424804
4719,23.74280739,22.64333938,1.17133530
4720,24.36861229,22.66059211,1.16455372
4721,21.54202271,22.64940641,1.16444255
4722,21.89468193,22.64185917,1.16447463
4723,24.42013359,22.65964191,1.16781362
4724,21.22658157,22.64531131,1.16680450
4725,24.77974510,22.66665565,1.17418679
4726,23.48293495,22.67481844,1.16874309
4727,22.52625656,22.67333282,1.16411931
4728,24.14647675,22.68806426,1.16312030
4729,23.60750961,22.69725871,1.16513436
4730,22.49460220,22.69523215,1.16510737
4731,21.19709015,22.68025073,1.16911456
4732,22.85724258,22.68202065,1.17678221
4733,22.24459457,22.67764639,1.18045049
4734,18.59274483,22.63679737,1.20591810
4735,21.98760986,22.63030550,1.20647906
4736,23.36586189,22.63766106,1.17210211
4737,20.59041023,22.61718855,1.17265422
4738,21.98015594,22.61081823,1.15422578
4739,22.94040680,22.61411411,1.14674419
4740,22.66057968,22.61457877,1.13579551
4741,24.10833931,22.62951637,1.13273914
4742,24.08832932,22.64410450,1.10614567
4743,23.61159325,22.65377939,1.11976969
4744,22.37822151,22.65102381,1.12103956
4745,23.52838898,22.65979746,1.12363648
4746,23.74343300,22.67063382,1.11860468
4747,20.88226509,22.65275013,1.12432706
4748,23.25402260,22.65876286,1.13095694
4749,24.38368607,22.67601209,1.14904133
4750,23.48954201,22.68414739,1.14724350
4751,23.97491646,22.69705508,1.17883366
4752,24.66853714,22.71676990,1.17282430
4753,24.00967407,22.72969894,1.17425527
4754,24.21541214,22.74455607,1.16129620
4755,22.23550034,22.73946551,1.13819104
4756,22.42122078,22.73628307,1.13851398
4757,22.48664093,22.73378665,1.12828296
4758,22.72360611,22.73368484,1.12369075
4759,23.98501587,22.74619815,1.12506655
4760,22.84050560,22.74714122,1.12831836
4761,22.02608299,22.73993064,1.12845411
4762,22.31122971,22.73564363,1.12864248
4763,23.78275299,22.74611473,1.12820810
4764,23.33174706,22.75197105,1.14173252
4765,21.63523483,22.74080369,1.13554203
4766,21.35559082,22.72695156,1.13549088
4767,22.23311043,22.72201315,1.15101766
4768,22.68796730,22.72167269,1.14427544
4769,22.96633720,22.72411933,1.14421504
4770,23.32644272,22.73014257,1.14000465
4771,23.96829033,22.74252405,1.12741910
4772,22.72154808,22.74231429,1.13639813
4773,23.95004272,22.75439157,1.14106330
4774,23.46114159,22.76145907,1.13758245
4775,24.20692635,22.77591374,1.12907750
4776,23.29929543,22.78114756,1.11479420
4777,22.49134636,22.77824955,1.11346131
4778,22.09890747,22.77145613,1.13989896
4779,22.14835358,22.76522510,1.13591696
4780,23.17359543,22.76930881,1.13213303
4781,21.58116341,22.75742735,1.13235915
4782,21.39868546,22.74383993,1.13349828
4783,21.79105377,22.73431207,1.13860247
4784,20.25587273,22.70952768,1.13774308
4785,22.21397400,22.70457214,1.06883501
4786,23.10449600,22.70857138,1.06646926
4787,22.33270264,22.70481269,1.06456323
4788,23.10839462,22.70884851,1.04938547
4789,23.86894035,22.72044943,1.05794359
4790,22.44371986,22.71768213,1.05779577
4791,22.04898071,22.71099512,1.06127044
4792,23.58949471,22.71978012,1.05411402
4793,20.85900497,22.70117236,1.05816402
4794,22.10090065,22.69516965,1.05870730
4795,21.84149170,22.68663287,1.06372919
4796,23.18730164,22.69163956,1.06049111
4797,24.10521889,22.70577535,1.05638987
4798,21.55451584,22.69426275,1.06196737
4799,20.61944580,22.67351458,1.06091804
4800,22.09220695,22.66770151,1.05024433
4801,19.95263100,22.64055080,1.05158677
4802,22.52556992,22.63940099,1.04391573
4803,23.46525002,22.64765948,1.03045956
4804,23.78680801,22.65905097,1.03218659
4805,24.42347336,22.67669519,1.04530749
4806,21.39672852,22.66389553,1.04414259
4807,22.31140518,22.66037062,1.04620077
4808,22.53043175,22.65907123,1.04756441
4809,22.13001823,22.65378070,1.05164356
4810,21.83606148,22.64560351,1.06655090
4811,23.78213120,22.65696879,1.07288370
4812,23.19875526,22.66238665,1.07090431
4813,22.70977783,22.66286057,1.07821375
4814,24.71008492,22.68333281,1.07315909
4815,22.03631973,22.67686268,1.07946698
4816,22.67251015,22.67681915,1.08562991
4817,20.70268822,22.65707784,1.09594093
4818,22.61596107,22.65666668,1.11263158
4819,22.72150993,22.65731511,1.11563834
4820,23.12021255,22.66194408,1.11543726
4821,22.62133026,22.66153794,1.12920354
4822,20.83135223,22.64323609,1.12520587
4823,23.93980598,22.65620179,1.12665755
4824,24.18539810,22.67149375,1.12123266
4825,22.34706497,22.66824946,1.11931984
4826,23.77130318,22.67928000,1.11840819
4827,23.27528763,22.68524008,1.12391356
4828,20.20190430,22.66040672,1.12673119
4829,23.77694702,22.67157212,1.16779504
4830,22.64001656,22.67125656,1.16872272
4831,22.35535431,22.66809754,1.16944067
4832,24.22973251,22.68371389,1.17324497
4833,23.79796410,22.69485639,1.16857529
4834,22.65654564,22.69447329,1.16928800
4835,23.90769768,22.70660553,1.14883437
4836,22.80647469,22.70760422,1.15322259
4837,22.63513184,22.70687950,1.15893940
4838,21.68883705,22.69669907,1.16913902
4839,21.23348808,22.68206696,1.16872939
4840,22.93950081,22.68464130,1.17415045
4841,21.87896919,22.67658458,1.18049304
4842,22.00443268,22.66986306,1.17906122
4843,24.41143990,22.68727883,1.17705606
4844,23.71678734,22.69757392,1.16838250
4845,21.64270782,22.68702525,1.16938451
4846,22.79684258,22.68812343,1.16589510
4847,23.18836784,22.69312587,1.16580374
4848,20.59480095,22.67214262,1.16234206
4849,23.02281189,22.67564932,1.15916607
4850,23.46980095,22.68359083,1.15190305
4851,23.66099739,22.69336490,1.16267386
4852,22.63917351,22.69282298,1.13275415
4853,23.70642281,22.70295898,1.13295561
4854,24.12956810,22.71722507,1.13145406
4855,24.95405197,22.73959334,1.12842144
4856,22.81675529,22.74036496,1.11712325
4857,22.00169373,22.73297825,1.11033826
4858,23.33140755,22.73896254,1.11040152
4859,23.68842506,22.74845717,1.11154455
4860,20.54919052,22.72646450,1.13447691
4861,21.51273346,22.71432719,1.13869899
4862,22.89366341,22.71612055,1.15341224
4863,24.03914070,22.72935075,1.15724722
4864,22.71314621,22.72918871,1.16374570
4865,24.04186058,22.74231543,1.15005994
4866,24.36841011,22.75857637,1.14778545
4867,24.87554359,22.77974605,1.19489373
4868,20.80255127,22.75997410,1.17848994
4869,21.96008492,22.75197521,1.18846105
4870,22.79753685,22.75243082,1.18873559
4871,24.65954971,22.77150201,1.19147269
4872,22.07655144,22.76455251,1.19948404
4873,22.20189095,22.75892589,1.20255489
4874,23.18589592,22.76319559,1.20178244
4875,22.53915405,22.76095518,1.19838254
4876,24.13182259,22.77466385,1.20027647
4877,24.01942825,22.78711149,1.20558553
4878,23.66155243,22.79585590,1.20488230
4879,19.61058235,22.76400317,1.17713613
4880,21.98026276,22.75616576,1.17569469
4881,23.33664894,22.76197060,1.17575184
4882,24.29952049,22.77734609,1.17662965
4883,23.70537376,22.78662637,1.17540259
4884,21.75098419,22.77626995,1.17775898
4885,21.60082054,22.76451545,1.17958876
4886,23.99064827,22.77677678,1.18311370
4887,24.06391716,22.78964819,1.18518762
4888,21.23628044,22.77411451,1.18515131
4889,22.96096611,22.77598303,1.18306523
4890,21.23715973,22.76059479,1.17269613
4891,24.09058762,22.77389472,1.18315376
4892,23.26528740,22.77880865,1.18069689
4893,22.41379356,22.77515850,1.17821816
4894,21.57401848,22.76314710,1.16897915
4895,22.00024414,22.75551807,1.17835824
4896,22.76971436,22.75566003,1.18721613
4897,23.23015594,22.76040499,1.21235486
4898,21.81108093,22.75091175,1.21247740
4899,23.63921165,22.75979475,1.20008532
4900,24.55584145,22.77775521,1.20056424
4901,24.64072418,22.79638490,1.20626071
4902,23.99813843,22.80840244,1.20333824
4903,23.33539009,22.81367232,1.20328481
4904,23.26515579,22.81818715,1.21058318
4905,22.48021126,22.81480739,1.21406268
4906,23.01837349,22.81684305,1.20615742
4907,23.66277695,22.82530239,1.21062805
4908,22.45886993,22.82163807,1.20883916
4909,23.57572937,22.82917898,1.21408335
4910,20.58442879,22.80673148,1.22413169
4911,21.56890869,22.79435325,1.21858294
4912,20.80844688,22.77449419,1.22211499
4913,21.83449745,22.76509422,1.22820673
4914,24.12146378,22.77865791,1.22582530
4915,23.59095955,22.78678093,1.22582999
4916,22.72648621,22.78617798,1.21974217
4917,19.50447655,22.75336097,1.21577197
4918,23.33386993,22.75916606,1.19867689
4919,21.28779793,22.74445238,1.19029175
4920,22.57000923,22.74270795,1.18942055
4921,23.73127174,22.75259358,1.19131870
4922,24.26174355,22.76768508,1.17699698
4923,20.75009537,22.74750919,1.17744155
4924,23.96102715,22.75964437,1.17806281
4925,23.95561981,22.77160412,1.18280154
4926,23.68479156,22.78073600,1.19249503
4927,24.40948105,22.79702345,1.19032284
4928,23.14972878,22.80055050,1.19804914
4929,23.00170898,22.80256208,1.19893535
4930,22.14721870,22.79600865,1.16150833
4931,22.72474861,22.79529605,1.16068461
4932,22.28120041,22.79015509,1.16963983
4933,24.24463272,22.80469987,1.15941754
4934,24.17389297,22.81839180,1.15544811
4935,23.63170433,22.82652493,1.15230364
4936,21.51042747,22.81336395,1.14750479
4937,23.63413811,22.82157169,1.14146004
4938,22.77478981,22.82110387,1.13393128
4939,22.05612946,22.81345413,1.14136328
4940,22.96320534,22.81495164,1.14164267
4941,21.33890915,22.80019122,1.13568738
4942,23.43280411,22.80651735,1.12754666
4943,22.72964287,22.80574860,1.12631803
4944,22.30989456,22.80079006,1.12991961
4945,21.12933540,22.78407551,1.14244524
4946,21.00820541,22.76631681,1.14057128
4947,20.33863640,22.74204001,1.14295363
4948,23.27533722,22.74737298,1.14269237
4949,24.09250832,22.76082433,1.13965358
4950,23.28206444,22.76603674,1.14783360
4951,21.45797157,22.75295608,1.13681842
4952,23.14337349,22.75686026,1.12581534
4953,22.84532166,22.75774487,1.21913309
4954,21.15332794,22.74170070,1.22597527
4955,24.45261192,22.75880981,1.22955202
4956,21.06733513,22.74189507,1.23084137
4957,21.68028259,22.73127894,1.23875695
4958,23.03396034,22.73430576,1.23589336
4959,24.02818489,22.74724455,1.23597345
4960,24.60446548,22.76581676,1.23336395
4961,24.70271873,22.78518578,1.23109089
4962,24.45210838,22.80185500,1.23131838
4963,24.13753128,22.81521177,1.21807469
4964,21.94070816,22.80646673,1.21771130
4965,22.78406143,22.80624268,1.21803454
4966,22.96906471,22.80787090,1.21449295
4967,21.64065933,22.79619878,1.21628893
4968,22.47178650,22.79295466,1.17582128
4969,21.42741203,22.77929923,1.17410411
4970,22.12215233,22.77272776,1.17147907
4971,23.47930527,22.77979354,1.17314916
4972,22.51371193,22.77713272,1.16923532
4973,23.57044601,22.78506586,1.16181193
4974,22.10480881,22.77826329,1.16803743
4975,23.94835091,22.78996416,1.17492460
4976,21.25037575,22.77456828,1.16913188
4977,23.93241119,22.78614671,1.16880142
4978,20.92172241,22.76750246,1.16327641
